%
Copyright (C) 1991-2013 Altera Corporation
Your use of Altera Corporation's design tools, logic functions 
and other software and tools, and its AMPP partner logic 
functions, and any output files from any of the foregoing 
(including device programming or simulation files), and any 
associated documentation or information are expressly subject 
to the terms and conditions of the Altera Program License 
Subscription Agreement, Altera MegaCore Function License 
Agreement, or other applicable license agreement, including, 
without limitation, that your use is for the sole purpose of 
programming logic devices manufactured by Altera and sold by 
Altera or its authorized distributors.  Please refer to the 
applicable agreement for further details.
%

GROUP CREATE uart:u_uart0|i_wb_dat[7..0] = uart:u_uart0|i_wb_dat[7] uart:u_uart0|i_wb_dat[6] uart:u_uart0|i_wb_dat[5] uart:u_uart0|i_wb_dat[4] uart:u_uart0|i_wb_dat[3] uart:u_uart0|i_wb_dat[2] uart:u_uart0|i_wb_dat[1] uart:u_uart0|i_wb_dat[0] ;
INPUTS brd_clk_p;
OUTPUTS i_uart0_tx o_uart0_rx uart:u_uart0|tx_bit_pulse uart:u_uart0|i_wb_dat[7..0];
UNIT ns;
RADIX HEX;
PATTERN
             0.0> 0 = X X X XX 
 2315500000000.0> 1 = 1 0 0 0D 
 2316000000000.0> 0 = 1 0 0 0D 
 2316500000000.0> 1 = 1 0 0 0D 
 2317000000000.0> 0 = 1 0 0 0D 
 2317500000000.0> 1 = 1 0 0 0D 
 2318000000000.0> 0 = 1 0 0 0D 
 2318500000000.0> 1 = 1 0 0 0D 
 2319000000000.0> 0 = 1 0 0 0D 
 2319500000000.0> 1 = 1 0 0 0D 
 2320000000000.0> 0 = 1 0 0 0D 
 2320500000000.0> 1 = 1 0 0 0D 
 2321000000000.0> 0 = 1 0 0 0D 
 2321500000000.0> 1 = 1 0 0 0D 
 2322000000000.0> 0 = 1 0 0 0D 
 2322500000000.0> 1 = 1 0 0 0D 
 2323000000000.0> 0 = 1 0 0 0D 
 2323500000000.0> 1 = 1 0 0 0D 
 2324000000000.0> 0 = 1 0 0 0D 
 2324500000000.0> 1 = 1 0 0 0D 
 2325000000000.0> 0 = 1 0 0 0D 
 2325500000000.0> 1 = 1 0 0 0D 
 2326000000000.0> 0 = 1 0 0 0D 
 2326500000000.0> 1 = 1 0 0 0D 
 2327000000000.0> 0 = 1 0 0 0D 
 2327500000000.0> 1 = 1 0 0 0D 
 2328000000000.0> 0 = 1 0 0 0D 
 2328500000000.0> 1 = 1 0 0 0D 
 2329000000000.0> 0 = 1 0 0 0D 
 2329500000000.0> 1 = 1 0 0 0D 
 2330000000000.0> 0 = 1 0 0 0D 
 2330500000000.0> 1 = 1 0 0 0D 
 2331000000000.0> 0 = 1 0 0 0D 
 2331500000000.0> 1 = 1 0 0 0D 
 2332000000000.0> 0 = 1 0 0 0D 
 2332500000000.0> 1 = 1 0 0 0D 
 2333000000000.0> 0 = 1 0 0 0D 
 2333500000000.0> 1 = 1 0 0 0D 
 2334000000000.0> 0 = 1 0 0 0D 
 2334500000000.0> 1 = 1 0 0 0D 
 2335000000000.0> 0 = 1 0 0 0D 
 2335500000000.0> 1 = 1 0 0 0D 
 2336000000000.0> 0 = 1 0 0 0D 
 2336500000000.0> 1 = 1 0 0 0D 
 2337000000000.0> 0 = 1 0 0 0D 
 2337500000000.0> 1 = 1 0 0 0D 
 2338000000000.0> 0 = 1 0 0 0D 
 2338500000000.0> 1 = 1 0 0 0D 
 2339000000000.0> 0 = 1 0 0 0D 
 2339500000000.0> 1 = 1 0 0 0D 
 2340000000000.0> 0 = 1 0 0 0D 
 2340500000000.0> 1 = 1 0 0 0D 
 2341000000000.0> 0 = 1 0 0 0D 
 2341500000000.0> 1 = 1 0 0 0D 
 2342000000000.0> 0 = 1 0 0 0D 
 2342500000000.0> 1 = 1 0 0 0D 
 2343000000000.0> 0 = 1 0 0 0D 
 2343500000000.0> 1 = 1 0 0 0D 
 2344000000000.0> 0 = 1 0 0 0D 
 2344500000000.0> 1 = 1 0 0 0D 
 2345000000000.0> 0 = 1 0 0 0D 
 2345500000000.0> 1 = 1 0 0 0D 
 2346000000000.0> 0 = 1 0 0 0D 
 2346500000000.0> 1 = 1 0 0 0D 
 2347000000000.0> 0 = 1 0 0 0D 
 2347500000000.0> 1 = 1 0 1 0D 
 2348000000000.0> 0 = 1 0 1 0D 
 2348500000000.0> 1 = 1 0 0 0D 
 2349000000000.0> 0 = 1 0 0 0D 
 2349500000000.0> 1 = 1 0 0 0D 
 2350000000000.0> 0 = 1 0 0 0D 
 2350500000000.0> 1 = 1 0 0 0D 
 2351000000000.0> 0 = 1 0 0 0D 
 2351500000000.0> 1 = 1 0 0 0D 
 2352000000000.0> 0 = 1 0 0 0D 
 2352500000000.0> 1 = 1 0 0 0D 
 2353000000000.0> 0 = 1 0 0 0D 
 2353500000000.0> 1 = 1 0 0 0D 
 2354000000000.0> 0 = 1 0 0 0D 
 2354500000000.0> 1 = 1 0 0 0D 
 2355000000000.0> 0 = 1 0 0 0D 
 2355500000000.0> 1 = 1 0 0 0D 
 2356000000000.0> 0 = 1 0 0 0D 
 2356500000000.0> 1 = 1 0 0 0D 
 2357000000000.0> 0 = 1 0 0 0D 
 2357500000000.0> 1 = 1 0 0 0D 
 2358000000000.0> 0 = 1 0 0 0D 
 2358500000000.0> 1 = 1 0 0 0D 
 2359000000000.0> 0 = 1 0 0 0D 
 2359500000000.0> 1 = 1 0 0 0D 
 2360000000000.0> 0 = 1 0 0 0D 
 2360500000000.0> 1 = 1 0 0 0D 
 2361000000000.0> 0 = 1 0 0 0D 
 2361500000000.0> 1 = 1 0 0 0D 
 2362000000000.0> 0 = 1 0 0 0D 
 2362500000000.0> 1 = 1 0 0 0D 
 2363000000000.0> 0 = 1 0 0 0D 
 2363500000000.0> 1 = 1 0 0 0D 
 2364000000000.0> 0 = 1 0 0 0D 
 2364500000000.0> 1 = 1 0 0 0D 
 2365000000000.0> 0 = 1 0 0 0D 
 2365500000000.0> 1 = 1 0 0 0D 
 2366000000000.0> 0 = 1 0 0 0D 
 2366500000000.0> 1 = 1 0 0 0D 
 2367000000000.0> 0 = 1 0 0 0D 
 2367500000000.0> 1 = 1 0 0 0D 
 2368000000000.0> 0 = 1 0 0 0D 
 2368500000000.0> 1 = 1 0 0 0D 
 2369000000000.0> 0 = 1 0 0 0D 
 2369500000000.0> 1 = 1 0 0 0D 
 2370000000000.0> 0 = 1 0 0 0D 
 2370500000000.0> 1 = 1 0 0 0D 
 2371000000000.0> 0 = 1 0 0 0D 
 2371500000000.0> 1 = 1 0 0 0D 
 2372000000000.0> 0 = 1 0 0 0D 
 2372500000000.0> 1 = 1 0 0 0D 
 2373000000000.0> 0 = 1 0 0 0D 
 2373500000000.0> 1 = 1 0 0 0D 
 2374000000000.0> 0 = 1 0 0 0D 
 2374500000000.0> 1 = 1 0 0 0D 
 2375000000000.0> 0 = 1 0 0 0D 
 2375500000000.0> 1 = 1 0 0 0D 
 2376000000000.0> 0 = 1 0 0 0D 
 2376500000000.0> 1 = 1 0 0 0D 
 2377000000000.0> 0 = 1 0 0 0D 
 2377500000000.0> 1 = 1 0 0 0D 
 2378000000000.0> 0 = 1 0 0 0D 
 2378500000000.0> 1 = 1 0 0 0D 
 2379000000000.0> 0 = 1 0 0 0D 
 2379500000000.0> 1 = 1 0 0 0D 
 2380000000000.0> 0 = 1 0 0 0D 
 2380500000000.0> 1 = 1 0 0 0D 
 2381000000000.0> 0 = 1 0 0 0D 
 2381500000000.0> 1 = 1 0 0 0D 
 2382000000000.0> 0 = 1 0 0 0D 
 2382500000000.0> 1 = 1 0 0 0D 
 2383000000000.0> 0 = 1 0 0 0D 
 2383500000000.0> 1 = 1 0 0 0D 
 2384000000000.0> 0 = 1 0 0 0D 
 2384500000000.0> 1 = 1 0 0 0D 
 2385000000000.0> 0 = 1 0 0 0D 
 2385500000000.0> 1 = 1 0 0 0D 
 2386000000000.0> 0 = 1 0 0 0D 
 2386500000000.0> 1 = 1 0 0 0D 
 2387000000000.0> 0 = 1 0 0 0D 
 2387500000000.0> 1 = 1 0 0 0D 
 2388000000000.0> 0 = 1 0 0 0D 
 2388500000000.0> 1 = 1 0 0 0D 
 2389000000000.0> 0 = 1 0 0 0D 
 2389500000000.0> 1 = 1 0 0 0D 
 2390000000000.0> 0 = 1 0 0 0D 
 2390500000000.0> 1 = 1 0 1 0D 
 2391000000000.0> 0 = 1 0 1 0D 
 2391500000000.0> 1 = 1 0 0 0D 
 2392000000000.0> 0 = 1 0 0 0D 
 2392500000000.0> 1 = 1 0 0 0D 
 2393000000000.0> 0 = 1 0 0 0D 
 2393500000000.0> 1 = 1 0 0 0D 
 2394000000000.0> 0 = 1 0 0 0D 
 2394500000000.0> 1 = 1 0 0 0D 
 2395000000000.0> 0 = 1 0 0 0D 
 2395500000000.0> 1 = 1 0 0 0D 
 2396000000000.0> 0 = 1 0 0 0D 
 2396500000000.0> 1 = 1 0 0 0D 
 2397000000000.0> 0 = 1 0 0 0D 
 2397500000000.0> 1 = 1 0 0 0D 
 2398000000000.0> 0 = 1 0 0 0D 
 2398500000000.0> 1 = 1 0 0 0D 
 2399000000000.0> 0 = 1 0 0 0D 
 2399500000000.0> 1 = 1 0 0 0D 
 2400000000000.0> 0 = 1 0 0 0D 
 2400500000000.0> 1 = 1 0 0 0D 
 2401000000000.0> 0 = 1 0 0 0D 
 2401500000000.0> 1 = 1 0 0 0D 
 2402000000000.0> 0 = 1 0 0 0D 
 2402500000000.0> 1 = 1 0 0 0D 
 2403000000000.0> 0 = 1 0 0 0D 
 2403500000000.0> 1 = 1 0 0 0D 
 2404000000000.0> 0 = 1 0 0 0D 
 2404500000000.0> 1 = 1 0 0 0D 
 2405000000000.0> 0 = 1 0 0 0D 
 2405500000000.0> 1 = 1 0 0 0D 
 2406000000000.0> 0 = 1 0 0 0D 
 2406500000000.0> 1 = 1 0 0 0D 
 2407000000000.0> 0 = 1 0 0 0D 
 2407500000000.0> 1 = 1 0 0 0D 
 2408000000000.0> 0 = 1 0 0 0D 
 2408500000000.0> 1 = 1 0 0 0D 
 2409000000000.0> 0 = 1 0 0 0D 
 2409500000000.0> 1 = 1 0 0 0D 
 2410000000000.0> 0 = 1 0 0 0D 
 2410500000000.0> 1 = 1 0 0 0D 
 2411000000000.0> 0 = 1 0 0 0D 
 2411500000000.0> 1 = 1 0 0 0D 
 2412000000000.0> 0 = 1 0 0 0D 
 2412500000000.0> 1 = 1 0 0 0D 
 2413000000000.0> 0 = 1 0 0 0D 
 2413500000000.0> 1 = 1 0 0 0D 
 2414000000000.0> 0 = 1 0 0 0D 
 2414500000000.0> 1 = 1 0 0 0D 
 2415000000000.0> 0 = 1 0 0 0D 
 2415500000000.0> 1 = 1 0 0 0D 
 2416000000000.0> 0 = 1 0 0 0D 
 2416500000000.0> 1 = 1 0 0 0D 
 2417000000000.0> 0 = 1 0 0 0D 
 2417500000000.0> 1 = 1 0 0 0D 
 2418000000000.0> 0 = 1 0 0 0D 
 2418500000000.0> 1 = 1 0 0 0D 
 2419000000000.0> 0 = 1 0 0 0D 
 2419500000000.0> 1 = 1 0 0 0D 
 2420000000000.0> 0 = 1 0 0 0D 
 2420500000000.0> 1 = 1 0 0 0D 
 2421000000000.0> 0 = 1 0 0 0D 
 2421500000000.0> 1 = 1 0 0 0D 
 2422000000000.0> 0 = 1 0 0 0D 
 2422500000000.0> 1 = 1 0 0 0D 
 2423000000000.0> 0 = 1 0 0 0D 
 2423500000000.0> 1 = 1 0 0 0D 
 2424000000000.0> 0 = 1 0 0 0D 
 2424500000000.0> 1 = 1 0 0 0D 
 2425000000000.0> 0 = 1 0 0 0D 
 2425500000000.0> 1 = 1 0 0 0D 
 2426000000000.0> 0 = 1 0 0 0D 
 2426500000000.0> 1 = 1 0 0 0D 
 2427000000000.0> 0 = 1 0 0 0D 
 2427500000000.0> 1 = 1 0 0 0D 
 2428000000000.0> 0 = 1 0 0 0D 
 2428500000000.0> 1 = 1 0 0 0D 
 2429000000000.0> 0 = 1 0 0 0D 
 2429500000000.0> 1 = 1 0 0 0D 
 2430000000000.0> 0 = 1 0 0 0D 
 2430500000000.0> 1 = 1 0 0 0D 
 2431000000000.0> 0 = 1 0 0 0D 
 2431500000000.0> 1 = 1 0 0 0D 
 2432000000000.0> 0 = 1 0 0 0D 
 2432500000000.0> 1 = 1 0 0 0D 
 2433000000000.0> 0 = 1 0 0 0D 
 2433500000000.0> 1 = 1 0 1 0D 
 2434000000000.0> 0 = 1 0 1 0D 
 2434500000000.0> 1 = 1 1 0 0D 
 2435000000000.0> 0 = 1 1 0 0D 
 2435500000000.0> 1 = 1 1 0 0D 
 2436000000000.0> 0 = 1 1 0 0D 
 2436500000000.0> 1 = 1 1 0 0D 
 2437000000000.0> 0 = 1 1 0 0D 
 2437500000000.0> 1 = 1 1 0 0D 
 2438000000000.0> 0 = 1 1 0 0D 
 2438500000000.0> 1 = 1 1 0 0D 
 2439000000000.0> 0 = 1 1 0 0D 
 2439500000000.0> 1 = 1 1 0 0D 
 2440000000000.0> 0 = 1 1 0 0D 
 2440500000000.0> 1 = 1 1 0 0D 
 2441000000000.0> 0 = 1 1 0 0D 
 2441500000000.0> 1 = 1 1 0 0D 
 2442000000000.0> 0 = 1 1 0 0D 
 2442500000000.0> 1 = 1 1 0 0D 
 2443000000000.0> 0 = 1 1 0 0D 
 2443500000000.0> 1 = 1 1 0 0D 
 2444000000000.0> 0 = 1 1 0 0D 
 2444500000000.0> 1 = 1 1 0 0D 
 2445000000000.0> 0 = 1 1 0 0D 
 2445500000000.0> 1 = 1 1 0 0D 
 2446000000000.0> 0 = 1 1 0 0D 
 2446500000000.0> 1 = 1 1 0 0D 
 2447000000000.0> 0 = 1 1 0 0D 
 2447500000000.0> 1 = 1 1 0 0D 
 2448000000000.0> 0 = 1 1 0 0D 
 2448500000000.0> 1 = 1 1 0 0D 
 2449000000000.0> 0 = 1 1 0 0D 
 2449500000000.0> 1 = 1 1 0 0D 
 2450000000000.0> 0 = 1 1 0 0D 
 2450500000000.0> 1 = 1 1 0 0D 
 2451000000000.0> 0 = 1 1 0 0D 
 2451500000000.0> 1 = 1 1 0 0D 
 2452000000000.0> 0 = 1 1 0 0D 
 2452500000000.0> 1 = 1 1 0 0D 
 2453000000000.0> 0 = 1 1 0 0D 
 2453500000000.0> 1 = 1 1 0 0D 
 2454000000000.0> 0 = 1 1 0 0D 
 2454500000000.0> 1 = 1 1 0 0D 
 2455000000000.0> 0 = 1 1 0 0D 
 2455500000000.0> 1 = 1 1 0 0D 
 2456000000000.0> 0 = 1 1 0 0D 
 2456500000000.0> 1 = 1 1 0 0D 
 2457000000000.0> 0 = 1 1 0 0D 
 2457500000000.0> 1 = 1 1 0 0D 
 2458000000000.0> 0 = 1 1 0 0D 
 2458500000000.0> 1 = 1 1 0 0D 
 2459000000000.0> 0 = 1 1 0 0D 
 2459500000000.0> 1 = 1 1 0 0D 
 2460000000000.0> 0 = 1 1 0 0D 
 2460500000000.0> 1 = 1 1 0 0D 
 2461000000000.0> 0 = 1 1 0 0D 
 2461500000000.0> 1 = 1 1 0 0D 
 2462000000000.0> 0 = 1 1 0 0D 
 2462500000000.0> 1 = 1 1 0 0D 
 2463000000000.0> 0 = 1 1 0 0D 
 2463500000000.0> 1 = 1 1 0 0D 
 2464000000000.0> 0 = 1 1 0 0D 
 2464500000000.0> 1 = 1 1 0 0D 
 2465000000000.0> 0 = 1 1 0 0D 
 2465500000000.0> 1 = 1 1 0 0D 
 2466000000000.0> 0 = 1 1 0 0D 
 2466500000000.0> 1 = 1 1 0 0D 
 2467000000000.0> 0 = 1 1 0 0D 
 2467500000000.0> 1 = 1 1 0 0D 
 2468000000000.0> 0 = 1 1 0 0D 
 2468500000000.0> 1 = 1 1 0 0D 
 2469000000000.0> 0 = 1 1 0 0D 
 2469500000000.0> 1 = 1 1 0 0D 
 2470000000000.0> 0 = 1 1 0 0D 
 2470500000000.0> 1 = 1 1 0 0D 
 2471000000000.0> 0 = 1 1 0 0D 
 2471500000000.0> 1 = 1 1 0 0D 
 2472000000000.0> 0 = 1 1 0 0D 
 2472500000000.0> 1 = 1 1 0 0D 
 2473000000000.0> 0 = 1 1 0 0D 
 2473500000000.0> 1 = 1 1 0 0D 
 2474000000000.0> 0 = 1 1 0 0D 
 2474500000000.0> 1 = 1 1 0 0D 
 2475000000000.0> 0 = 1 1 0 0D 
 2475500000000.0> 1 = 1 1 0 0D 
 2476000000000.0> 0 = 1 1 0 0D 
 2476500000000.0> 1 = 1 1 0 0D 
 2477000000000.0> 0 = 1 1 0 0D 
 2477500000000.0> 1 = 1 1 0 0D 
 2478000000000.0> 0 = 1 1 0 0D 
 2478500000000.0> 1 = 1 1 0 0D 
 2479000000000.0> 0 = 1 1 0 0D 
 2479500000000.0> 1 = 1 1 0 0D 
 2480000000000.0> 0 = 1 1 0 0D 
 2480500000000.0> 1 = 1 1 0 0D 
 2481000000000.0> 0 = 1 1 0 0D 
 2481500000000.0> 1 = 1 1 1 0D 
 2482000000000.0> 0 = 1 1 1 0D 
 2482500000000.0> 1 = 1 1 0 0D 
 2483000000000.0> 0 = 1 1 0 0D 
 2483500000000.0> 1 = 1 1 0 0D 
 2484000000000.0> 0 = 1 1 0 0D 
 2484500000000.0> 1 = 1 1 0 0D 
 2485000000000.0> 0 = 1 1 0 0D 
 2485500000000.0> 1 = 1 1 0 0D 
 2486000000000.0> 0 = 1 1 0 0D 
 2486500000000.0> 1 = 1 1 0 0D 
 2487000000000.0> 0 = 1 1 0 0D 
 2487500000000.0> 1 = 1 1 0 0D 
 2488000000000.0> 0 = 1 1 0 0D 
 2488500000000.0> 1 = 1 1 0 0D 
 2489000000000.0> 0 = 1 1 0 0D 
 2489500000000.0> 1 = 1 1 0 0D 
 2490000000000.0> 0 = 1 1 0 0D 
 2490500000000.0> 1 = 1 1 0 0D 
 2491000000000.0> 0 = 1 1 0 0D 
 2491500000000.0> 1 = 1 1 0 0D 
 2492000000000.0> 0 = 1 1 0 0D 
 2492500000000.0> 1 = 1 1 0 0D 
 2493000000000.0> 0 = 1 1 0 0D 
 2493500000000.0> 1 = 1 1 0 0D 
 2494000000000.0> 0 = 1 1 0 0D 
 2494500000000.0> 1 = 1 1 0 0D 
 2495000000000.0> 0 = 1 1 0 0D 
 2495500000000.0> 1 = 1 1 0 0D 
 2496000000000.0> 0 = 1 1 0 0D 
 2496500000000.0> 1 = 1 1 0 0D 
 2497000000000.0> 0 = 1 1 0 0D 
 2497500000000.0> 1 = 1 1 0 0D 
 2498000000000.0> 0 = 1 1 0 0D 
 2498500000000.0> 1 = 1 1 0 0D 
 2499000000000.0> 0 = 1 1 0 0D 
 2499500000000.0> 1 = 1 1 0 0D 
 2500000000000.0> 0 = 1 1 0 0D 
 2500500000000.0> 1 = 1 1 0 0D 
 2501000000000.0> 0 = 1 1 0 0D 
 2501500000000.0> 1 = 1 1 0 0D 
 2502000000000.0> 0 = 1 1 0 0D 
 2502500000000.0> 1 = 1 1 0 0D 
 2503000000000.0> 0 = 1 1 0 0D 
 2503500000000.0> 1 = 1 1 0 0D 
 2504000000000.0> 0 = 1 1 0 0D 
 2504500000000.0> 1 = 1 1 0 0D 
 2505000000000.0> 0 = 1 1 0 0D 
 2505500000000.0> 1 = 1 1 0 0D 
 2506000000000.0> 0 = 1 1 0 0D 
 2506500000000.0> 1 = 1 1 0 0D 
 2507000000000.0> 0 = 1 1 0 0D 
 2507500000000.0> 1 = 1 1 0 0D 
 2508000000000.0> 0 = 1 1 0 0D 
 2508500000000.0> 1 = 1 1 0 0D 
 2509000000000.0> 0 = 1 1 0 0D 
 2509500000000.0> 1 = 1 1 0 0D 
 2510000000000.0> 0 = 1 1 0 0D 
 2510500000000.0> 1 = 1 1 0 0D 
 2511000000000.0> 0 = 1 1 0 0D 
 2511500000000.0> 1 = 1 1 0 0D 
 2512000000000.0> 0 = 1 1 0 0D 
 2512500000000.0> 1 = 1 1 0 0D 
 2513000000000.0> 0 = 1 1 0 0D 
 2513500000000.0> 1 = 1 1 0 0D 
 2514000000000.0> 0 = 1 1 0 0D 
 2514500000000.0> 1 = 1 1 0 0D 
 2515000000000.0> 0 = 1 1 0 0D 
 2515500000000.0> 1 = 1 1 0 0D 
 2516000000000.0> 0 = 1 1 0 0D 
 2516500000000.0> 1 = 1 1 0 0D 
 2517000000000.0> 0 = 1 1 0 0D 
 2517500000000.0> 1 = 1 1 0 0D 
 2518000000000.0> 0 = 1 1 0 0D 
 2518500000000.0> 1 = 1 1 0 0D 
 2519000000000.0> 0 = 1 1 0 0D 
 2519500000000.0> 1 = 1 1 0 0D 
 2520000000000.0> 0 = 1 1 0 0D 
 2520500000000.0> 1 = 1 1 0 0D 
 2521000000000.0> 0 = 1 1 0 0D 
 2521500000000.0> 1 = 1 1 0 0D 
 2522000000000.0> 0 = 1 1 0 0D 
 2522500000000.0> 1 = 1 1 0 0D 
 2523000000000.0> 0 = 1 1 0 0D 
 2523500000000.0> 1 = 1 1 0 0D 
 2524000000000.0> 0 = 1 1 0 0D 
 2524500000000.0> 1 = 1 1 1 0D 
 2525000000000.0> 0 = 1 1 1 0D 
 2525500000000.0> 1 = 1 1 0 0D 
 2526000000000.0> 0 = 1 1 0 0D 
 2526500000000.0> 1 = 1 1 0 0D 
 2527000000000.0> 0 = 1 1 0 0D 
 2527500000000.0> 1 = 1 1 0 0D 
 2528000000000.0> 0 = 1 1 0 0D 
 2528500000000.0> 1 = 1 1 0 0D 
 2529000000000.0> 0 = 1 1 0 0D 
 2529500000000.0> 1 = 1 1 0 0D 
 2530000000000.0> 0 = 1 1 0 0D 
 2530500000000.0> 1 = 1 1 0 0D 
 2531000000000.0> 0 = 1 1 0 0D 
 2531500000000.0> 1 = 1 1 0 0D 
 2532000000000.0> 0 = 1 1 0 0D 
 2532500000000.0> 1 = 1 1 0 0D 
 2533000000000.0> 0 = 1 1 0 0D 
 2533500000000.0> 1 = 1 1 0 0A 
 2534000000000.0> 0 = 1 1 0 0A 
 2534500000000.0> 1 = 1 1 0 0A 
 2535000000000.0> 0 = 1 1 0 0A 
 2535500000000.0> 1 = 1 1 0 0A 
 2536000000000.0> 0 = 1 1 0 0A 
 2536500000000.0> 1 = 1 1 0 0A 
 2537000000000.0> 0 = 1 1 0 0A 
 2537500000000.0> 1 = 1 1 0 0A 
 2538000000000.0> 0 = 1 1 0 0A 
 2538500000000.0> 1 = 1 1 0 0A 
 2539000000000.0> 0 = 1 1 0 0A 
 2539500000000.0> 1 = 1 1 0 0A 
 2540000000000.0> 0 = 1 1 0 0A 
 2540500000000.0> 1 = 1 1 0 0A 
 2541000000000.0> 0 = 1 1 0 0A 
 2541500000000.0> 1 = 1 1 0 0A 
 2542000000000.0> 0 = 1 1 0 0A 
 2542500000000.0> 1 = 1 1 0 0A 
 2543000000000.0> 0 = 1 1 0 0A 
 2543500000000.0> 1 = 1 1 0 0A 
 2544000000000.0> 0 = 1 1 0 0A 
 2544500000000.0> 1 = 1 1 0 0A 
 2545000000000.0> 0 = 1 1 0 0A 
 2545500000000.0> 1 = 1 1 0 0A 
 2546000000000.0> 0 = 1 1 0 0A 
 2546500000000.0> 1 = 1 1 0 0A 
 2547000000000.0> 0 = 1 1 0 0A 
 2547500000000.0> 1 = 1 1 0 0A 
 2548000000000.0> 0 = 1 1 0 0A 
 2548500000000.0> 1 = 1 1 0 0A 
 2549000000000.0> 0 = 1 1 0 0A 
 2549500000000.0> 1 = 1 1 0 0A 
 2550000000000.0> 0 = 1 1 0 0A 
 2550500000000.0> 1 = 1 1 0 0A 
 2551000000000.0> 0 = 1 1 0 0A 
 2551500000000.0> 1 = 1 1 0 0A 
 2552000000000.0> 0 = 1 1 0 0A 
 2552500000000.0> 1 = 1 1 0 0A 
 2553000000000.0> 0 = 1 1 0 0A 
 2553500000000.0> 1 = 1 1 0 0A 
 2554000000000.0> 0 = 1 1 0 0A 
 2554500000000.0> 1 = 1 1 0 0A 
 2555000000000.0> 0 = 1 1 0 0A 
 2555500000000.0> 1 = 1 1 0 0A 
 2556000000000.0> 0 = 1 1 0 0A 
 2556500000000.0> 1 = 1 1 0 0A 
 2557000000000.0> 0 = 1 1 0 0A 
 2557500000000.0> 1 = 1 1 0 0A 
 2558000000000.0> 0 = 1 1 0 0A 
 2558500000000.0> 1 = 1 1 0 0A 
 2559000000000.0> 0 = 1 1 0 0A 
 2559500000000.0> 1 = 1 1 0 0A 
 2560000000000.0> 0 = 1 1 0 0A 
 2560500000000.0> 1 = 1 1 0 0A 
 2561000000000.0> 0 = 1 1 0 0A 
 2561500000000.0> 1 = 1 1 0 0A 
 2562000000000.0> 0 = 1 1 0 0A 
 2562500000000.0> 1 = 1 1 0 0A 
 2563000000000.0> 0 = 1 1 0 0A 
 2563500000000.0> 1 = 1 1 0 0A 
 2564000000000.0> 0 = 1 1 0 0A 
 2564500000000.0> 1 = 1 1 0 0A 
 2565000000000.0> 0 = 1 1 0 0A 
 2565500000000.0> 1 = 1 1 0 0A 
 2566000000000.0> 0 = 1 1 0 0A 
 2566500000000.0> 1 = 1 1 0 0A 
 2567000000000.0> 0 = 1 1 0 0A 
 2567500000000.0> 1 = 1 1 1 0A 
 2568000000000.0> 0 = 1 1 1 0A 
 2568500000000.0> 1 = 1 1 0 0A 
 2569000000000.0> 0 = 1 1 0 0A 
 2569500000000.0> 1 = 1 1 0 0A 
 2570000000000.0> 0 = 1 1 0 0A 
 2570500000000.0> 1 = 1 1 0 0A 
 2571000000000.0> 0 = 1 1 0 0A 
 2571500000000.0> 1 = 1 1 0 0A 
 2572000000000.0> 0 = 1 1 0 0A 
 2572500000000.0> 1 = 1 1 0 0A 
 2573000000000.0> 0 = 1 1 0 0A 
 2573500000000.0> 1 = 1 1 0 0A 
 2574000000000.0> 0 = 1 1 0 0A 
 2574500000000.0> 1 = 1 1 0 0A 
 2575000000000.0> 0 = 1 1 0 0A 
 2575500000000.0> 1 = 1 1 0 0A 
 2576000000000.0> 0 = 1 1 0 0A 
 2576500000000.0> 1 = 1 1 0 0A 
 2577000000000.0> 0 = 1 1 0 0A 
 2577500000000.0> 1 = 1 1 0 0A 
 2578000000000.0> 0 = 1 1 0 0A 
 2578500000000.0> 1 = 1 1 0 0A 
 2579000000000.0> 0 = 1 1 0 0A 
 2579500000000.0> 1 = 1 1 0 0A 
 2580000000000.0> 0 = 1 1 0 0A 
 2580500000000.0> 1 = 1 1 0 0A 
 2581000000000.0> 0 = 1 1 0 0A 
 2581500000000.0> 1 = 1 1 0 0A 
 2582000000000.0> 0 = 1 1 0 0A 
 2582500000000.0> 1 = 1 1 0 0A 
 2583000000000.0> 0 = 1 1 0 0A 
 2583500000000.0> 1 = 1 1 0 0A 
 2584000000000.0> 0 = 1 1 0 0A 
 2584500000000.0> 1 = 1 1 0 0A 
 2585000000000.0> 0 = 1 1 0 0A 
 2585500000000.0> 1 = 1 1 0 0A 
 2586000000000.0> 0 = 1 1 0 0A 
 2586500000000.0> 1 = 1 1 0 0A 
 2587000000000.0> 0 = 1 1 0 0A 
 2587500000000.0> 1 = 1 1 0 0A 
 2588000000000.0> 0 = 1 1 0 0A 
 2588500000000.0> 1 = 1 1 0 0A 
 2589000000000.0> 0 = 1 1 0 0A 
 2589500000000.0> 1 = 1 1 0 0A 
 2590000000000.0> 0 = 1 1 0 0A 
 2590500000000.0> 1 = 1 1 0 0A 
 2591000000000.0> 0 = 1 1 0 0A 
 2591500000000.0> 1 = 1 1 0 0A 
 2592000000000.0> 0 = 1 1 0 0A 
 2592500000000.0> 1 = 1 1 0 0A 
 2593000000000.0> 0 = 1 1 0 0A 
 2593500000000.0> 1 = 1 1 0 0A 
 2594000000000.0> 0 = 1 1 0 0A 
 2594500000000.0> 1 = 1 1 0 0A 
 2595000000000.0> 0 = 1 1 0 0A 
