%
Copyright (C) 1991-2013 Altera Corporation
Your use of Altera Corporation's design tools, logic functions 
and other software and tools, and its AMPP partner logic 
functions, and any output files from any of the foregoing 
(including device programming or simulation files), and any 
associated documentation or information are expressly subject 
to the terms and conditions of the Altera Program License 
Subscription Agreement, Altera MegaCore Function License 
Agreement, or other applicable license agreement, including, 
without limitation, that your use is for the sole purpose of 
programming logic devices manufactured by Altera and sold by 
Altera or its authorized distributors.  Please refer to the 
applicable agreement for further details.
%

GROUP CREATE uart:u_uart0|i_wb_dat[7..0] = uart:u_uart0|i_wb_dat[7] uart:u_uart0|i_wb_dat[6] uart:u_uart0|i_wb_dat[5] uart:u_uart0|i_wb_dat[4] uart:u_uart0|i_wb_dat[3] uart:u_uart0|i_wb_dat[2] uart:u_uart0|i_wb_dat[1] uart:u_uart0|i_wb_dat[0] ;
INPUTS brd_clk_p;
OUTPUTS i_uart0_tx o_uart0_rx uart:u_uart0|tx_bit_pulse uart:u_uart0|i_wb_dat[7..0];
UNIT ns;
RADIX HEX;
PATTERN
             0.0> 0 = X X X XX 
11361000000000.0> 0 = 1 1 0 6C 
11361500000000.0> 1 = 1 1 0 6C 
11362000000000.0> 0 = 1 1 0 6C 
11362500000000.0> 1 = 1 1 0 6C 
11363000000000.0> 0 = 1 1 0 6C 
11363500000000.0> 1 = 1 1 0 6C 
11364000000000.0> 0 = 1 1 0 6C 
11364500000000.0> 1 = 1 1 0 6C 
11365000000000.0> 0 = 1 1 0 6C 
11365500000000.0> 1 = 1 1 0 6C 
11366000000000.0> 0 = 1 1 0 6C 
11366500000000.0> 1 = 1 1 0 6C 
11367000000000.0> 0 = 1 1 0 6C 
11367500000000.0> 1 = 1 1 0 6C 
11368000000000.0> 0 = 1 1 0 6C 
11368500000000.0> 1 = 1 1 0 6C 
11369000000000.0> 0 = 1 1 0 6C 
11369500000000.0> 1 = 1 1 0 6C 
11370000000000.0> 0 = 1 1 0 6C 
11370500000000.0> 1 = 1 1 0 6C 
11371000000000.0> 0 = 1 1 0 6C 
11371500000000.0> 1 = 1 1 1 6C 
11372000000000.0> 0 = 1 1 1 6C 
11372500000000.0> 1 = 1 1 0 6C 
11373000000000.0> 0 = 1 1 0 6C 
11373500000000.0> 1 = 1 1 0 6C 
11374000000000.0> 0 = 1 1 0 6C 
11374500000000.0> 1 = 1 1 0 6C 
11375000000000.0> 0 = 1 1 0 6C 
11375500000000.0> 1 = 1 1 0 6C 
11376000000000.0> 0 = 1 1 0 6C 
11376500000000.0> 1 = 1 1 0 6C 
11377000000000.0> 0 = 1 1 0 6C 
11377500000000.0> 1 = 1 1 0 6C 
11378000000000.0> 0 = 1 1 0 6C 
11378500000000.0> 1 = 1 1 0 6C 
11379000000000.0> 0 = 1 1 0 6C 
11379500000000.0> 1 = 1 1 0 6C 
11380000000000.0> 0 = 1 1 0 6C 
11380500000000.0> 1 = 1 1 0 6C 
11381000000000.0> 0 = 1 1 0 6C 
11381500000000.0> 1 = 1 1 0 6C 
11382000000000.0> 0 = 1 1 0 6C 
11382500000000.0> 1 = 1 1 0 6C 
11383000000000.0> 0 = 1 1 0 6C 
11383500000000.0> 1 = 1 1 0 6C 
11384000000000.0> 0 = 1 1 0 6C 
11384500000000.0> 1 = 1 1 0 6C 
11385000000000.0> 0 = 1 1 0 6C 
11385500000000.0> 1 = 1 1 0 6C 
11386000000000.0> 0 = 1 1 0 6C 
11386500000000.0> 1 = 1 1 0 6C 
11387000000000.0> 0 = 1 1 0 6C 
11387500000000.0> 1 = 1 1 0 6C 
11388000000000.0> 0 = 1 1 0 6C 
11388500000000.0> 1 = 1 1 0 6C 
11389000000000.0> 0 = 1 1 0 6C 
11389500000000.0> 1 = 1 1 0 6C 
11390000000000.0> 0 = 1 1 0 6C 
11390500000000.0> 1 = 1 1 0 6C 
11391000000000.0> 0 = 1 1 0 6C 
11391500000000.0> 1 = 1 1 0 6C 
11392000000000.0> 0 = 1 1 0 6C 
11392500000000.0> 1 = 1 1 0 6C 
11393000000000.0> 0 = 1 1 0 6C 
11393500000000.0> 1 = 1 1 0 6C 
11394000000000.0> 0 = 1 1 0 6C 
11394500000000.0> 1 = 1 1 0 6C 
11395000000000.0> 0 = 1 1 0 6C 
11395500000000.0> 1 = 1 1 0 6C 
11396000000000.0> 0 = 1 1 0 6C 
11396500000000.0> 1 = 1 1 0 6C 
11397000000000.0> 0 = 1 1 0 6C 
11397500000000.0> 1 = 1 1 0 6C 
11398000000000.0> 0 = 1 1 0 6C 
11398500000000.0> 1 = 1 1 0 6C 
11399000000000.0> 0 = 1 1 0 6C 
11399500000000.0> 1 = 1 1 0 6C 
11400000000000.0> 0 = 1 1 0 6C 
11400500000000.0> 1 = 1 1 0 6C 
11401000000000.0> 0 = 1 1 0 6C 
11401500000000.0> 1 = 1 1 0 6C 
11402000000000.0> 0 = 1 1 0 6C 
11402500000000.0> 1 = 1 1 0 6C 
11403000000000.0> 0 = 1 1 0 6C 
11403500000000.0> 1 = 1 1 0 6C 
11404000000000.0> 0 = 1 1 0 6C 
11404500000000.0> 1 = 1 1 0 6C 
11405000000000.0> 0 = 1 1 0 6C 
11405500000000.0> 1 = 1 1 0 6C 
11406000000000.0> 0 = 1 1 0 6C 
11406500000000.0> 1 = 1 1 0 6C 
11407000000000.0> 0 = 1 1 0 6C 
11407500000000.0> 1 = 1 1 0 6C 
11408000000000.0> 0 = 1 1 0 6C 
11408500000000.0> 1 = 1 1 0 6C 
11409000000000.0> 0 = 1 1 0 6C 
11409500000000.0> 1 = 1 1 0 6C 
11410000000000.0> 0 = 1 1 0 6C 
11410500000000.0> 1 = 1 1 0 6C 
11411000000000.0> 0 = 1 1 0 6C 
11411500000000.0> 1 = 1 1 0 6C 
11412000000000.0> 0 = 1 1 0 6C 
11412500000000.0> 1 = 1 1 0 6C 
11413000000000.0> 0 = 1 1 0 6C 
11413500000000.0> 1 = 1 1 0 6C 
11414000000000.0> 0 = 1 1 0 6C 
11414500000000.0> 1 = 1 1 1 6C 
11415000000000.0> 0 = 1 1 1 6C 
11415500000000.0> 1 = 1 0 0 6C 
11416000000000.0> 0 = 1 0 0 6C 
11416500000000.0> 1 = 1 0 0 6C 
11417000000000.0> 0 = 1 0 0 6C 
11417500000000.0> 1 = 1 0 0 6C 
11418000000000.0> 0 = 1 0 0 6C 
11418500000000.0> 1 = 1 0 0 6C 
11419000000000.0> 0 = 1 0 0 6C 
11419500000000.0> 1 = 1 0 0 6C 
11420000000000.0> 0 = 1 0 0 6C 
11420500000000.0> 1 = 1 0 0 6C 
11421000000000.0> 0 = 1 0 0 6C 
11421500000000.0> 1 = 1 0 0 6C 
11422000000000.0> 0 = 1 0 0 6C 
11422500000000.0> 1 = 1 0 0 6C 
11423000000000.0> 0 = 1 0 0 6C 
11423500000000.0> 1 = 1 0 0 6C 
11424000000000.0> 0 = 1 0 0 6C 
11424500000000.0> 1 = 1 0 0 6C 
11425000000000.0> 0 = 1 0 0 6C 
11425500000000.0> 1 = 1 0 0 6C 
11426000000000.0> 0 = 1 0 0 6C 
11426500000000.0> 1 = 1 0 0 6C 
11427000000000.0> 0 = 1 0 0 6C 
11427500000000.0> 1 = 1 0 0 6C 
11428000000000.0> 0 = 1 0 0 6C 
11428500000000.0> 1 = 1 0 0 6C 
11429000000000.0> 0 = 1 0 0 6C 
11429500000000.0> 1 = 1 0 0 6C 
11430000000000.0> 0 = 1 0 0 6C 
11430500000000.0> 1 = 1 0 0 6C 
11431000000000.0> 0 = 1 0 0 6C 
11431500000000.0> 1 = 1 0 0 6C 
11432000000000.0> 0 = 1 0 0 6C 
11432500000000.0> 1 = 1 0 0 6C 
11433000000000.0> 0 = 1 0 0 6C 
11433500000000.0> 1 = 1 0 0 6C 
11434000000000.0> 0 = 1 0 0 6C 
11434500000000.0> 1 = 1 0 0 6C 
11435000000000.0> 0 = 1 0 0 6C 
11435500000000.0> 1 = 1 0 0 6C 
11436000000000.0> 0 = 1 0 0 6C 
11436500000000.0> 1 = 1 0 0 6C 
11437000000000.0> 0 = 1 0 0 6C 
11437500000000.0> 1 = 1 0 0 6C 
11438000000000.0> 0 = 1 0 0 6C 
11438500000000.0> 1 = 1 0 0 6C 
11439000000000.0> 0 = 1 0 0 6C 
11439500000000.0> 1 = 1 0 0 6C 
11440000000000.0> 0 = 1 0 0 6C 
11440500000000.0> 1 = 1 0 0 6C 
11441000000000.0> 0 = 1 0 0 6C 
11441500000000.0> 1 = 1 0 0 6C 
11442000000000.0> 0 = 1 0 0 6C 
11442500000000.0> 1 = 1 0 0 6C 
11443000000000.0> 0 = 1 0 0 6C 
11443500000000.0> 1 = 1 0 0 6C 
11444000000000.0> 0 = 1 0 0 6C 
11444500000000.0> 1 = 1 0 0 6C 
11445000000000.0> 0 = 1 0 0 6C 
11445500000000.0> 1 = 1 0 0 6C 
11446000000000.0> 0 = 1 0 0 6C 
11446500000000.0> 1 = 1 0 0 6C 
11447000000000.0> 0 = 1 0 0 6C 
11447500000000.0> 1 = 1 0 0 6C 
11448000000000.0> 0 = 1 0 0 6C 
11448500000000.0> 1 = 1 0 0 6C 
11449000000000.0> 0 = 1 0 0 6C 
11449500000000.0> 1 = 1 0 0 6C 
11450000000000.0> 0 = 1 0 0 6C 
11450500000000.0> 1 = 1 0 0 6C 
11451000000000.0> 0 = 1 0 0 6C 
11451500000000.0> 1 = 1 0 0 6C 
11452000000000.0> 0 = 1 0 0 6C 
11452500000000.0> 1 = 1 0 0 6C 
11453000000000.0> 0 = 1 0 0 6C 
11453500000000.0> 1 = 1 0 0 6C 
11454000000000.0> 0 = 1 0 0 6C 
11454500000000.0> 1 = 1 0 0 6C 
11455000000000.0> 0 = 1 0 0 6C 
11455500000000.0> 1 = 1 0 0 6C 
11456000000000.0> 0 = 1 0 0 6C 
11456500000000.0> 1 = 1 0 0 6C 
11457000000000.0> 0 = 1 0 0 6C 
11457500000000.0> 1 = 1 0 1 6C 
11458000000000.0> 0 = 1 0 1 6C 
11458500000000.0> 1 = 1 1 0 6C 
11459000000000.0> 0 = 1 1 0 6C 
11459500000000.0> 1 = 1 1 0 6C 
11460000000000.0> 0 = 1 1 0 6C 
11460500000000.0> 1 = 1 1 0 6C 
11461000000000.0> 0 = 1 1 0 6C 
11461500000000.0> 1 = 1 1 0 6C 
11462000000000.0> 0 = 1 1 0 6C 
11462500000000.0> 1 = 1 1 0 6C 
11463000000000.0> 0 = 1 1 0 6C 
11463500000000.0> 1 = 1 1 0 6C 
11464000000000.0> 0 = 1 1 0 6C 
11464500000000.0> 1 = 1 1 0 6C 
11465000000000.0> 0 = 1 1 0 6C 
11465500000000.0> 1 = 1 1 0 6C 
11466000000000.0> 0 = 1 1 0 6C 
11466500000000.0> 1 = 1 1 0 6C 
11467000000000.0> 0 = 1 1 0 6C 
11467500000000.0> 1 = 1 1 0 6C 
11468000000000.0> 0 = 1 1 0 6C 
11468500000000.0> 1 = 1 1 0 6C 
11469000000000.0> 0 = 1 1 0 6C 
11469500000000.0> 1 = 1 1 0 6C 
11470000000000.0> 0 = 1 1 0 6C 
11470500000000.0> 1 = 1 1 0 6C 
11471000000000.0> 0 = 1 1 0 6C 
11471500000000.0> 1 = 1 1 0 6C 
11472000000000.0> 0 = 1 1 0 6C 
11472500000000.0> 1 = 1 1 0 6C 
11473000000000.0> 0 = 1 1 0 6C 
11473500000000.0> 1 = 1 1 0 6C 
11474000000000.0> 0 = 1 1 0 6C 
11474500000000.0> 1 = 1 1 0 6C 
11475000000000.0> 0 = 1 1 0 6C 
11475500000000.0> 1 = 1 1 0 6C 
11476000000000.0> 0 = 1 1 0 6C 
11476500000000.0> 1 = 1 1 0 6C 
11477000000000.0> 0 = 1 1 0 6C 
11477500000000.0> 1 = 1 1 0 6C 
11478000000000.0> 0 = 1 1 0 6C 
11478500000000.0> 1 = 1 1 0 6C 
11479000000000.0> 0 = 1 1 0 6C 
11479500000000.0> 1 = 1 1 0 6C 
11480000000000.0> 0 = 1 1 0 6C 
11480500000000.0> 1 = 1 1 0 6C 
11481000000000.0> 0 = 1 1 0 6C 
11481500000000.0> 1 = 1 1 0 6C 
11482000000000.0> 0 = 1 1 0 6C 
11482500000000.0> 1 = 1 1 0 6C 
11483000000000.0> 0 = 1 1 0 6C 
11483500000000.0> 1 = 1 1 0 6C 
11484000000000.0> 0 = 1 1 0 6C 
11484500000000.0> 1 = 1 1 0 6C 
11485000000000.0> 0 = 1 1 0 6C 
11485500000000.0> 1 = 1 1 0 6C 
11486000000000.0> 0 = 1 1 0 6C 
11486500000000.0> 1 = 1 1 0 6C 
11487000000000.0> 0 = 1 1 0 6C 
11487500000000.0> 1 = 1 1 0 6C 
11488000000000.0> 0 = 1 1 0 6C 
11488500000000.0> 1 = 1 1 0 6C 
11489000000000.0> 0 = 1 1 0 6C 
11489500000000.0> 1 = 1 1 0 6C 
11490000000000.0> 0 = 1 1 0 6C 
11490500000000.0> 1 = 1 1 0 6C 
11491000000000.0> 0 = 1 1 0 6C 
11491500000000.0> 1 = 1 1 0 6C 
11492000000000.0> 0 = 1 1 0 6C 
11492500000000.0> 1 = 1 1 0 6C 
11493000000000.0> 0 = 1 1 0 6C 
11493500000000.0> 1 = 1 1 0 6C 
11494000000000.0> 0 = 1 1 0 6C 
11494500000000.0> 1 = 1 1 0 6C 
11495000000000.0> 0 = 1 1 0 6C 
11495500000000.0> 1 = 1 1 0 6C 
11496000000000.0> 0 = 1 1 0 6C 
11496500000000.0> 1 = 1 1 0 6C 
11497000000000.0> 0 = 1 1 0 6C 
11497500000000.0> 1 = 1 1 0 6C 
11498000000000.0> 0 = 1 1 0 6C 
11498500000000.0> 1 = 1 1 0 6C 
11499000000000.0> 0 = 1 1 0 6C 
11499500000000.0> 1 = 1 1 0 6C 
11500000000000.0> 0 = 1 1 0 6C 
11500500000000.0> 1 = 1 1 0 6C 
11501000000000.0> 0 = 1 1 0 6C 
11501500000000.0> 1 = 1 1 0 6C 
11502000000000.0> 0 = 1 1 0 6C 
11502500000000.0> 1 = 1 1 0 6C 
11503000000000.0> 0 = 1 1 0 6C 
11503500000000.0> 1 = 1 1 0 6C 
11504000000000.0> 0 = 1 1 0 6C 
11504500000000.0> 1 = 1 1 0 6C 
11505000000000.0> 0 = 1 1 0 6C 
11505500000000.0> 1 = 1 1 1 6C 
11506000000000.0> 0 = 1 1 1 6C 
11506500000000.0> 1 = 1 1 0 6C 
11507000000000.0> 0 = 1 1 0 6C 
11507500000000.0> 1 = 1 1 0 6C 
11508000000000.0> 0 = 1 1 0 6C 
11508500000000.0> 1 = 1 1 0 6C 
11509000000000.0> 0 = 1 1 0 6C 
11509500000000.0> 1 = 1 1 0 6C 
11510000000000.0> 0 = 1 1 0 6C 
11510500000000.0> 1 = 1 1 0 6C 
11511000000000.0> 0 = 1 1 0 6C 
11511500000000.0> 1 = 1 1 0 6C 
11512000000000.0> 0 = 1 1 0 6C 
11512500000000.0> 1 = 1 1 0 6C 
11513000000000.0> 0 = 1 1 0 6C 
11513500000000.0> 1 = 1 1 0 6C 
11514000000000.0> 0 = 1 1 0 6C 
11514500000000.0> 1 = 1 1 0 6C 
11515000000000.0> 0 = 1 1 0 6C 
11515500000000.0> 1 = 1 1 0 6C 
11516000000000.0> 0 = 1 1 0 6C 
11516500000000.0> 1 = 1 1 0 6C 
11517000000000.0> 0 = 1 1 0 6C 
11517500000000.0> 1 = 1 1 0 6C 
11518000000000.0> 0 = 1 1 0 6C 
11518500000000.0> 1 = 1 1 0 6C 
11519000000000.0> 0 = 1 1 0 6C 
11519500000000.0> 1 = 1 1 0 6C 
11520000000000.0> 0 = 1 1 0 6C 
11520500000000.0> 1 = 1 1 0 6C 
11521000000000.0> 0 = 1 1 0 6C 
11521500000000.0> 1 = 1 1 0 6C 
11522000000000.0> 0 = 1 1 0 6C 
11522500000000.0> 1 = 1 1 0 6C 
11523000000000.0> 0 = 1 1 0 6C 
11523500000000.0> 1 = 1 1 0 6C 
11524000000000.0> 0 = 1 1 0 6C 
11524500000000.0> 1 = 1 1 0 6C 
11525000000000.0> 0 = 1 1 0 6C 
11525500000000.0> 1 = 1 1 0 6C 
11526000000000.0> 0 = 1 1 0 6C 
11526500000000.0> 1 = 1 1 0 6C 
11527000000000.0> 0 = 1 1 0 6C 
11527500000000.0> 1 = 1 1 0 6C 
11528000000000.0> 0 = 1 1 0 6C 
11528500000000.0> 1 = 1 1 0 6C 
11529000000000.0> 0 = 1 1 0 6C 
11529500000000.0> 1 = 1 1 0 6C 
11530000000000.0> 0 = 1 1 0 6C 
11530500000000.0> 1 = 1 1 0 6C 
11531000000000.0> 0 = 1 1 0 6C 
11531500000000.0> 1 = 1 1 0 6C 
11532000000000.0> 0 = 1 1 0 6C 
11532500000000.0> 1 = 1 1 0 6C 
11533000000000.0> 0 = 1 1 0 6C 
11533500000000.0> 1 = 1 1 0 6C 
11534000000000.0> 0 = 1 1 0 6C 
11534500000000.0> 1 = 1 1 0 6C 
11535000000000.0> 0 = 1 1 0 6C 
11535500000000.0> 1 = 1 1 0 6C 
11536000000000.0> 0 = 1 1 0 6C 
11536500000000.0> 1 = 1 1 0 6C 
11537000000000.0> 0 = 1 1 0 6C 
11537500000000.0> 1 = 1 1 0 6C 
11538000000000.0> 0 = 1 1 0 6C 
11538500000000.0> 1 = 1 1 0 6C 
11539000000000.0> 0 = 1 1 0 6C 
11539500000000.0> 1 = 1 1 0 6C 
11540000000000.0> 0 = 1 1 0 6C 
11540500000000.0> 1 = 1 1 0 6C 
11541000000000.0> 0 = 1 1 0 6C 
11541500000000.0> 1 = 1 1 0 6C 
11542000000000.0> 0 = 1 1 0 6C 
11542500000000.0> 1 = 1 1 0 6C 
11543000000000.0> 0 = 1 1 0 6C 
11543500000000.0> 1 = 1 1 0 6C 
11544000000000.0> 0 = 1 1 0 6C 
11544500000000.0> 1 = 1 1 0 6C 
11545000000000.0> 0 = 1 1 0 6C 
11545500000000.0> 1 = 1 1 0 6C 
11546000000000.0> 0 = 1 1 0 6C 
11546500000000.0> 1 = 1 1 0 6C 
11547000000000.0> 0 = 1 1 0 6C 
11547500000000.0> 1 = 1 1 0 6C 
11548000000000.0> 0 = 1 1 0 6C 
11548500000000.0> 1 = 1 1 1 6C 
11549000000000.0> 0 = 1 1 1 6C 
11549500000000.0> 1 = 1 1 0 6C 
11550000000000.0> 0 = 1 1 0 6C 
11550500000000.0> 1 = 1 1 0 6C 
11551000000000.0> 0 = 1 1 0 6C 
11551500000000.0> 1 = 1 1 0 6C 
11552000000000.0> 0 = 1 1 0 6C 
11552500000000.0> 1 = 1 1 0 6C 
11553000000000.0> 0 = 1 1 0 6C 
11553500000000.0> 1 = 1 1 0 6C 
11554000000000.0> 0 = 1 1 0 6C 
11554500000000.0> 1 = 1 1 0 6C 
11555000000000.0> 0 = 1 1 0 6C 
11555500000000.0> 1 = 1 1 0 6C 
11556000000000.0> 0 = 1 1 0 6C 
11556500000000.0> 1 = 1 1 0 6C 
11557000000000.0> 0 = 1 1 0 6C 
11557500000000.0> 1 = 1 1 0 6C 
11558000000000.0> 0 = 1 1 0 6C 
11558500000000.0> 1 = 1 1 0 6C 
11559000000000.0> 0 = 1 1 0 6C 
11559500000000.0> 1 = 1 1 0 6C 
11560000000000.0> 0 = 1 1 0 6C 
11560500000000.0> 1 = 1 1 0 6C 
11561000000000.0> 0 = 1 1 0 6C 
11561500000000.0> 1 = 1 1 0 6C 
11562000000000.0> 0 = 1 1 0 6C 
11562500000000.0> 1 = 1 1 0 6C 
11563000000000.0> 0 = 1 1 0 6C 
11563500000000.0> 1 = 1 1 0 6C 
11564000000000.0> 0 = 1 1 0 6C 
11564500000000.0> 1 = 1 1 0 6C 
11565000000000.0> 0 = 1 1 0 6C 
11565500000000.0> 1 = 1 1 0 6C 
11566000000000.0> 0 = 1 1 0 6C 
11566500000000.0> 1 = 1 1 0 6C 
11567000000000.0> 0 = 1 1 0 6C 
11567500000000.0> 1 = 1 1 0 6F 
11568000000000.0> 0 = 1 1 0 6F 
11568500000000.0> 1 = 1 1 0 6F 
11569000000000.0> 0 = 1 1 0 6F 
11569500000000.0> 1 = 1 1 0 6F 
11570000000000.0> 0 = 1 1 0 6F 
11570500000000.0> 1 = 1 1 0 6F 
11571000000000.0> 0 = 1 1 0 6F 
11571500000000.0> 1 = 1 1 0 6F 
11572000000000.0> 0 = 1 1 0 6F 
11572500000000.0> 1 = 1 1 0 6F 
11573000000000.0> 0 = 1 1 0 6F 
11573500000000.0> 1 = 1 1 0 6F 
11574000000000.0> 0 = 1 1 0 6F 
11574500000000.0> 1 = 1 1 0 6F 
11575000000000.0> 0 = 1 1 0 6F 
11575500000000.0> 1 = 1 1 0 6F 
11576000000000.0> 0 = 1 1 0 6F 
11576500000000.0> 1 = 1 1 0 6F 
11577000000000.0> 0 = 1 1 0 6F 
11577500000000.0> 1 = 1 1 0 6F 
11578000000000.0> 0 = 1 1 0 6F 
11578500000000.0> 1 = 1 1 0 6F 
11579000000000.0> 0 = 1 1 0 6F 
11579500000000.0> 1 = 1 1 0 6F 
11580000000000.0> 0 = 1 1 0 6F 
11580500000000.0> 1 = 1 1 0 6F 
11581000000000.0> 0 = 1 1 0 6F 
11581500000000.0> 1 = 1 1 0 6F 
11582000000000.0> 0 = 1 1 0 6F 
11582500000000.0> 1 = 1 1 0 6F 
11583000000000.0> 0 = 1 1 0 6F 
11583500000000.0> 1 = 1 1 0 6F 
11584000000000.0> 0 = 1 1 0 6F 
11584500000000.0> 1 = 1 1 0 6F 
11585000000000.0> 0 = 1 1 0 6F 
11585500000000.0> 1 = 1 1 0 6F 
11586000000000.0> 0 = 1 1 0 6F 
11586500000000.0> 1 = 1 1 0 6F 
11587000000000.0> 0 = 1 1 0 6F 
11587500000000.0> 1 = 1 1 0 6F 
11588000000000.0> 0 = 1 1 0 6F 
11588500000000.0> 1 = 1 1 0 6F 
11589000000000.0> 0 = 1 1 0 6F 
11589500000000.0> 1 = 1 1 0 6F 
11590000000000.0> 0 = 1 1 0 6F 
11590500000000.0> 1 = 1 1 0 6F 
11591000000000.0> 0 = 1 1 0 6F 
11591500000000.0> 1 = 1 1 1 6F 
11592000000000.0> 0 = 1 1 1 6F 
11592500000000.0> 1 = 1 1 0 6F 
11593000000000.0> 0 = 1 1 0 6F 
11593500000000.0> 1 = 1 1 0 6F 
11594000000000.0> 0 = 1 1 0 6F 
11594500000000.0> 1 = 1 1 0 6F 
11595000000000.0> 0 = 1 1 0 6F 
11595500000000.0> 1 = 1 1 0 6F 
11596000000000.0> 0 = 1 1 0 6F 
11596500000000.0> 1 = 1 1 0 6F 
11597000000000.0> 0 = 1 1 0 6F 
11597500000000.0> 1 = 1 1 0 6F 
11598000000000.0> 0 = 1 1 0 6F 
11598500000000.0> 1 = 1 1 0 6F 
11599000000000.0> 0 = 1 1 0 6F 
11599500000000.0> 1 = 1 1 0 6F 
11600000000000.0> 0 = 1 1 0 6F 
11600500000000.0> 1 = 1 1 0 6F 
11601000000000.0> 0 = 1 1 0 6F 
11601500000000.0> 1 = 1 1 0 6F 
11602000000000.0> 0 = 1 1 0 6F 
11602500000000.0> 1 = 1 1 0 6F 
11603000000000.0> 0 = 1 1 0 6F 
11603500000000.0> 1 = 1 1 0 6F 
11604000000000.0> 0 = 1 1 0 6F 
11604500000000.0> 1 = 1 1 0 6F 
11605000000000.0> 0 = 1 1 0 6F 
11605500000000.0> 1 = 1 1 0 6F 
11606000000000.0> 0 = 1 1 0 6F 
11606500000000.0> 1 = 1 1 0 6F 
11607000000000.0> 0 = 1 1 0 6F 
11607500000000.0> 1 = 1 1 0 6F 
11608000000000.0> 0 = 1 1 0 6F 
11608500000000.0> 1 = 1 1 0 6F 
11609000000000.0> 0 = 1 1 0 6F 
11609500000000.0> 1 = 1 1 0 6F 
11610000000000.0> 0 = 1 1 0 6F 
11610500000000.0> 1 = 1 1 0 6F 
11611000000000.0> 0 = 1 1 0 6F 
11611500000000.0> 1 = 1 1 0 6F 
11612000000000.0> 0 = 1 1 0 6F 
11612500000000.0> 1 = 1 1 0 6F 
11613000000000.0> 0 = 1 1 0 6F 
11613500000000.0> 1 = 1 1 0 6F 
11614000000000.0> 0 = 1 1 0 6F 
11614500000000.0> 1 = 1 1 0 6F 
11615000000000.0> 0 = 1 1 0 6F 
11615500000000.0> 1 = 1 1 0 6F 
11616000000000.0> 0 = 1 1 0 6F 
11616500000000.0> 1 = 1 1 0 6F 
11617000000000.0> 0 = 1 1 0 6F 
11617500000000.0> 1 = 1 1 0 6F 
11618000000000.0> 0 = 1 1 0 6F 
11618500000000.0> 1 = 1 1 0 6F 
11619000000000.0> 0 = 1 1 0 6F 
11619500000000.0> 1 = 1 1 0 6F 
11620000000000.0> 0 = 1 1 0 6F 
11620500000000.0> 1 = 1 1 0 6F 
11621000000000.0> 0 = 1 1 0 6F 
11621500000000.0> 1 = 1 1 0 6F 
11622000000000.0> 0 = 1 1 0 6F 
11622500000000.0> 1 = 1 1 0 6F 
11623000000000.0> 0 = 1 1 0 6F 
11623500000000.0> 1 = 1 1 0 6F 
11624000000000.0> 0 = 1 1 0 6F 
11624500000000.0> 1 = 1 1 0 6F 
11625000000000.0> 0 = 1 1 0 6F 
11625500000000.0> 1 = 1 1 0 6F 
11626000000000.0> 0 = 1 1 0 6F 
11626500000000.0> 1 = 1 1 0 6F 
11627000000000.0> 0 = 1 1 0 6F 
11627500000000.0> 1 = 1 1 0 6F 
11628000000000.0> 0 = 1 1 0 6F 
11628500000000.0> 1 = 1 1 0 6F 
11629000000000.0> 0 = 1 1 0 6F 
11629500000000.0> 1 = 1 1 0 6F 
11630000000000.0> 0 = 1 1 0 6F 
11630500000000.0> 1 = 1 1 0 6F 
11631000000000.0> 0 = 1 1 0 6F 
11631500000000.0> 1 = 1 1 0 6F 
11632000000000.0> 0 = 1 1 0 6F 
11632500000000.0> 1 = 1 1 0 6F 
11633000000000.0> 0 = 1 1 0 6F 
11633500000000.0> 1 = 1 1 0 6F 
11634000000000.0> 0 = 1 1 0 6F 
11634500000000.0> 1 = 1 1 1 6F 
11635000000000.0> 0 = 1 1 1 6F 
11635500000000.0> 1 = 1 0 0 6F 
11636000000000.0> 0 = 1 0 0 6F 
11636500000000.0> 1 = 1 0 0 6F 
11637000000000.0> 0 = 1 0 0 6F 
11637500000000.0> 1 = 1 0 0 6F 
11638000000000.0> 0 = 1 0 0 6F 
11638500000000.0> 1 = 1 0 0 6F 
11639000000000.0> 0 = 1 0 0 6F 
11639500000000.0> 1 = 1 0 0 6F 
11640000000000.0> 0 = 1 0 0 6F 
11640500000000.0> 1 = 1 0 0 6F 
11641000000000.0> 0 = 1 0 0 6F 
11641500000000.0> 1 = 1 0 0 6F 
11642000000000.0> 0 = 1 0 0 6F 
11642500000000.0> 1 = 1 0 0 6F 
11643000000000.0> 0 = 1 0 0 6F 
11643500000000.0> 1 = 1 0 0 6F 
11644000000000.0> 0 = 1 0 0 6F 
11644500000000.0> 1 = 1 0 0 6F 
11645000000000.0> 0 = 1 0 0 6F 
11645500000000.0> 1 = 1 0 0 6F 
11646000000000.0> 0 = 1 0 0 6F 
11646500000000.0> 1 = 1 0 0 6F 
11647000000000.0> 0 = 1 0 0 6F 
11647500000000.0> 1 = 1 0 0 6F 
11648000000000.0> 0 = 1 0 0 6F 
11648500000000.0> 1 = 1 0 0 6F 
11649000000000.0> 0 = 1 0 0 6F 
11649500000000.0> 1 = 1 0 0 6F 
11650000000000.0> 0 = 1 0 0 6F 
11650500000000.0> 1 = 1 0 0 6F 
11651000000000.0> 0 = 1 0 0 6F 
11651500000000.0> 1 = 1 0 0 6F 
11652000000000.0> 0 = 1 0 0 6F 
11652500000000.0> 1 = 1 0 0 6F 
11653000000000.0> 0 = 1 0 0 6F 
